,Author,Book,Filename,Year
8500,Lord Dunsany,Unhappy Far-Off Things,b'13820-8.txt',1916
7296,William Hope Hodgson,"Carnacki, The Ghost Finder",b'10832.txt',1910
9388,T.F. Tout,The History of England,b'16679-8.txt',1920
4726,Stanley Weyman,Under the Red Robe,b'1896.txt',1894
6906,James Oliver Curwood,The Gold Hunters,b'11668-8.txt',1909
2948,Edgar Allan Poe,Le Corbeau,b'14082-8.txt',1875
1479,Various,"Blackwood's Edinburgh Magazine, No. CCCXXVIII. February, 1843. Vol. LIII.",b'13062-8.txt',1843
5329,Gilbert Parker,"The World For Sale, Complete",b'6284.txt',1899
4507,Various,"Punch, or the London Charivari, Vol. 102, June 11, 1892",b'14707-8.txt',1892
4658,Alexander Whyte,Bunyan Characters (Second Series),b'1886.txt',1894
7408,Jeffery Farnol,The Money Moon,b'10418-8.txt',1911
7274,Tacitus,Tacitus on Germany,b'2995.txt',1910
1240,Ludovic Halevy,"L'Abbe Constantin, Complete",b'3957.txt',1834
8234,Mabell S. C. Smith,Ethel Morton at Rose House,b'15550-8.txt',1915
2111,Robert Michael Ballantyne,Martin Rattler,b'13290.txt',1858
782,Frederich Schiller,Wilhelm Tell,b'6788.txt',1798
1099,Mary Shelley,The Last Man,b'18247.txt',1826
9016,Camille Saint-Saens,Musical Memories,b'16459.txt',1919
249,Samuel Pepys,"Diary of Samuel Pepys, September/October 1662",b'4136.txt',1662
6334,Mary Platt Parmele,A Short History of France,b'16910-8.txt',1905
9145,Ralph Connor,The Sky Pilot in No Man's Land,b'3288.txt',1919
9570,Marie Adelaide Belloc Lowndes,What Timmy Did,b'17381-8.txt',1921
5883,Beatrix Potter,The Tale of Squirrel Nutkin,b'14872.txt',1903
2253,Various,"Atlantic Monthly Volume 7, No. 40, February, 1861",b'11117-8.txt',1861
2009,Charles E. Davis,The Excavations of Roman Baths at Bath,b'13582-8.txt',1857
4391,Various,"Punch, Or the London Charivari, Volume 101, November 21, 1891",b'14229-8.txt',1891
545,The Earl of Chesterfield,"Letters to His Son, 1753-1754",b'3357.txt',1753
9303,Grenville Kleiser,The Training of a Public Speaker,b'18277-8.txt',1920
6102,Bliss Carman,The World's Best Poetry Volume IV.,b'12759-8.txt',1904
6514,Albert Bigelow Paine,"Mark Twain, A Biography, Vol. 3, Part 2, 1907-1910",b'2987.txt',1907
6649,William Le Queux,The Count's Chauffeur,b'30827-8.txt',1907
3418,R.M. Ballantyne,The Battery and the Boiler,b'21716.txt',1882
4500,Various,"Punch, or the London Charivari, Vol. 102, April 30, 1892",b'14544-8.txt',1892
9784,Laura Lee Hope,The Bobbsey Twins at the County Fair,b'16756.txt',1922
6265,E. Arnold Bennett,Sacred And Profane Love ,b'11360-8.txt',1905
2380,Thomas Hardy,A Pair of Blue Eyes,b'224.txt',1864
9365,Peter B. Kyne,Kindred of the Dust,b'13532-8.txt',1920
5264,Winston Churchill,An Essay On The American Contribution And The Democratic Idea,b'5399.txt',1898
5995,Retold by Oliver Huckel,Parsifal,b'11633-8.txt',1903
6233,Alice Hegan Rice,Sandy,b'14079-8.txt',1905
3408,James Samuelson,Roumania Past and Present,b'18240-0.txt',1882
8094,Various,"Seeing Europe with Famous Authors, Volume 7",b'18845-8.txt',1914
9723,Frederick George Scott,The Great War As I Saw It,b'19857-8.txt',1922
8124,Arthur Machen,The Angels of Mons,b'14044-8.txt',1915
1658,Nathaniel Hawthorne,True Stories from History and Biography,b'15697-0.txt',1850
2255,Various,"Atlantic Monthly, Volume 7, Issue 41, March, 1861",b'11134-8.txt',1861
4678,Charles Morton Aikman,Manures and the principles of manuring,b'27274-8.txt',1894
2737,G. A. Henty,In the Irish Brigade,b'18349.txt',1871
6580,J. Cree Fischer,Piano Tuning,b'17571-0.txt',1907
8582,Annie Fellows Johnston,The Quilt that Jack Built; How He Won the Bicycle,b'17214.txt',1917
10082,Lester del Rey,The Sky Is Falling,b'18768-8.txt',1969
5693,M.P. Shiel,The Purple Cloud,b'11229-8.txt',1901
390,Nicholas Rowe,Some Account of the Life of Mr. William Shakespear (1709),b'16275-8.txt',1709
22,Dante Alighieri,"The Vision of Purgatory, Complete",b'8795.txt',1484
7646,Rudyard Kipling,Songs from Books,b'15529-8.txt',1912
434,Pichatty de Croissainte,"A brief Journal of what passed in the City of Marseilles, while it was afflicted with the Plague, in the Year 1720",b'45673-8.txt',1720
5164,E. R. Suffling,Jethou,b'17618-8.txt',1898
4909,Felix Moscheles,In Bohemia with Du Maurier,b'13517-8.txt',1896
1026,John Franklin,"Narrative of a Journey to the Shores of the Polar Sea, in the years 1819-20-21-22, Volume 2",b'18985-8.txt',1819
5891,Carl Niebuhr,The Tell El Amarna Period,b'26145-0.txt',1903
6241,Arnold Bennett,Tales of the Five Towns,b'13293-8.txt',1905
650,Miss Parloa,Chocolate and Cocoa Recipes and Home Made Candy Recipes,b'13177-8.txt',1780
6780,Richard Harding Davis,A Charmed Life,b'1821.txt',1908
3761,Frank Richard Stockton,The Late Mrs. Null,b'10973-8.txt',1886
68,Michel de Montaigne,"The Essays of Montaigne, Volume 2",b'3582.txt',1580
2754,Joseph Sheridan LeFanu,Madam Crowl's Ghost and The Dead Sexton,b'11610.txt',1871
4224,Various,"Punch, Or The London Charivari, Vol. 99, September 6, 1890",b'12393-8.txt',1890
7708,Booth Tarkington,The Flirt,b'297.txt',1913
8491,Laura Lee Hope,Bunny Brown and His Sister Sue Keeping Store,b'18421.txt',1916
848,Will Carleton,Farm Ballads,b'9500.txt',1800
7248,Marie Belloc Lowndes,The Uttermost Farthing,b'18927-8.txt',1910
6215,Thomas Troward,The Edinburgh Lectures on Mental Science,b'10390-8.txt',1904
8950,Selected and Edited with an Introduction by Ernest Bernbaum,English Poets of the Eighteenth Century,b'10161-8.txt',1918
3039,Mark Twain (Samuel Clemens),"The Prince and The Pauper, Part 5.",b'7158.txt',1876
7254,Mrs. Lambert Chambers,Lawn Tennis for Ladies,b'10961-8.txt',1910
3144,Georg Ebers,Complete Short Works,b'5592.txt',1878
3857,Various,Stories By English Authors: Italy,b'2457.txt',1886
6200,Richard G. Moulton,Story of Orestes,b'19559-8.txt',1904
3976,"Charles J. Barnes, et al.",New National First Reader,b'13853-0.txt',1888
7593,Joseph Tatlow,"Fifty Years of Railway Life in England, Scotland and Ireland",b'17299.txt',1912
3628,R.M. Ballantyne,Dusty Diamonds Cut and Polished,b'21729.txt',1884
2816,R.M. Ballantyne,The Pioneers,b'21691.txt',1872
4060,Barkham Burroughs,"Burroughs' Encyclopaedia of Astounding Facts and Useful Information, 1889",b'14091-8.txt',1889
3269,G. A. Henty,With Clive in India,b'18833.txt',1880
9690,Eden Phillpotts,The Red Redmaynes,b'14167-8.txt',1922
5212,John Hartley,Yorkshire Lyrics,b'19470.txt',1898
8349,Alice Emerson,Ruth Fielding in Moving Pictures,b'14635-8.txt',1916
5346,Israel Abrahams,Chapters on Jewish Literature,b'13678-8.txt',1899
7879,W. B. Maxwell,The Devil's Garden,b'14605-8.txt',1913
4454,Israel Zangwill,The Old Maids' Club,b'45623-8.txt',1892
7795,Irvin S. Cobb,Roughing it De Luxe,b'19479-8.txt',1913
1294,Jacob Abbott,Georgie,b'19256.txt',1837
2695,John Ruskin,Lectures on Art,b'19164-8.txt',1870
5102,Various,"The Great Round World and What Is Going On In It, Vol. 1, No. 29, May 27, 1897",b'15601-8.txt',1897
2866,R.M. Ballantyne,Black Ivory,b'21748.txt',1873
2530,George Husmann,"The Cultivation of The Native Grape, and Manufacture of American Wines",b'20917-8.txt',1866
3178,Various,"Lippincott's Magazine of Popular Literature and Science, Volume 22. October, 1878.",b'19093-8.txt',1878
5867,A. Maynard Barbour,At the Time Appointed,b'21892-8.txt',1903
8068,Various,"Seeing Europe with Famous Authors, Volume 4 (of 10)",b'11898-8.txt',1914
915,Thomas Clarkson,"The History of the Rise, Progress and Accomplishment of the Abolition of the African Slave Trade by the British Parliament (1808)",b'12507-8.txt',1808
8309,A. L. Fowler,Fowler's Household Helps,b'18432.txt',1916
2071,Anonymous,"Diary of a Nursing Sister on the Western Front, 1914-1915",b'18910-8.txt',1858
4176,Jerome K. Jerome,Idle Thoughts of an Idle Fellow,b'849.txt',1890
3076,Melvil Dewey,A Classification and Subject Index for Cataloguing and Arranging the Books and Pamphlets of a Library [Dewey Decimal Classification],b'12513-8.txt',1876
1934,Isaac Samuele Reggio,A Guide for the Religious Instruction of Jewish Youth,b'21905.txt',1855
6943,Michael Phelan,The Young Priest's Keepsake,b'16330.txt',1909
798,Legh Richmond,The Annals of the Poor,b'19671.txt',1799
4585,Jerome K. Jerome,Novel Notes,b'2037.txt',1893
6930,Lester Shepard Parker,Nancy MacIntyre,b'13560.txt',1909
8617,E. Alexander Powell,Italy at War and the Allies in the West,b'19074-8.txt',1917
8041,Robert Shaler,The Boy Scouts on Picket Duty,b'12946.txt',1914
3521,Various,"The Mirror of Literature, Amusement, and Instruction, No. 357",b'12897-8.txt',1883
1766,Joseph Sheridan Le Fanu,"J. S. Le Fanu's Ghostly Tales, Volume 1",b'11699-8.txt',1851
6262,Clyde Fitch,The Girl with the Green Eyes,b'19101-8.txt',1905
9031,Donald Ferguson,The Chums of Scranton High on the Cinder Path,b'13251.txt',1919
2896,Cecilia Cleveland,The Story of a Summer,b'18297-8.txt',1874
7000,W.W. Jacobs,Peter's Pence,b'10788.txt',1909
9596,Robert Keable,Simon Called Peter,b'14579-8.txt',1921
6108,Charles W. Whistler,A Prince of Cornwall,b'13315.txt',1904
2563,Charles Upham,"Salem Witchcraft, Volumes I and II",b'17845-8.txt',1867
5418,Annie Fellows-Johnston,The Story of Dago,b'17429-8.txt',1900
7231,Joseph C. Lincoln,Galusha the Magnificent,b'4905.txt',1910
8505,Maria Thompson Daviess,The Daredevil,b'12931-8.txt',1916
4965,Opie Read,The Jucklins,b'26499.txt',1896
6136,Gene Stratton-Porter,Freckles,b'111.txt',1904
7226,Joseph C. Lincoln,The Depot Master,b'2307.txt',1910
9508,George Bernard Shaw,Back to Methuselah,b'13084-8.txt',1921
8995,Angela Brazil,The Youngest Girl in the Fifth,b'21687-8.txt',1919
2132,Charles Reade,The Cloister and the Hearth,b'1366.txt',1859
246,Madame de La Fayette,The Princess of Montpensier,b'2365-8.txt',1662
2236,J. Emerson Tennent,Sketches of the Natural History of Ceylon,b'13325-8.txt',1861
6093,Anonymous,The New York Subway,b'17569-8.txt',1904
4703,Jonas Lie,The Visionary,b'13922-8.txt',1894
9385,Society for Pure English,"Society for Pure English, Tract 3 (1920)",b'12390-8.txt',1920
5728,Various,Successful Recitations,b'17378-8.txt',1901
6021,Various,"Modern Eloquence: Vol II, After-Dinner Speeches E-O",b'18823-8.txt',1903
1200,Honore de Balzac,The Hated Son,b'1455.txt',1832
948,Eugene Sue,"The Wandering Jew, Book V.",b'3343.txt',1813
9321,James C. Welsh,The Underworld,b'15503-8.txt',1920
3053,Mark Twain (Samuel Clemens),"A Connecticut Yankee in King Arthur's Court, Part 4.",b'7245.txt',1876
3695,Louisa M. Alcott,The Candy Country,b'25165-8.txt',1885
5462,Ellen M. Dallas and Caroline A. Burgin,Among the Mushrooms,b'18452-0.txt',1900
7780,Harold Bindloss,Ranching for Sylvia,b'14698.txt',1913
10109,Norman F. Joly,The Dawn of Amateur Radio in the U.K. and Greece,b'66.txt',1990
1536,Henry Keppel,The Expedition to Borneo of H.M.S. Dido,b'22903-8.txt',1846
631,Philip Thicknesse,"A Year's Journey through France and Part of Spain, 1777",b'16485-8.txt',1775
361,Edmund Spenser,"The Poetical Works of Edmund Spenser, Volume 5",b'10602-8.txt',1693
2211,Samuel Philips,The Christian Home,b'14237.txt',1860
232,Samuel Pepys,"Diary of Samuel Pepys, August/September 1660",b'4123.txt',1660
6156,Jerome K. Jerome,Evergreens,b'857.txt',1904
3297,Leslie Stephen,Alexander Pope,b'19654-8.txt',1880
8651,H. G. Wells,Soul of a Bishop,b'1269.txt',1917
5958,Joseph Conrad,Amy Foster,b'495.txt',1903
9704,Emerson Hough,The Covered Wagon,b'13384-8.txt',1922
5430,Arthur M. Mann,The Boer in Peace and War,b'15561-8.txt',1900
4532,Various,"Punch, Or The London Charivari, Vol. 103, November 19, 1892",b'15957-8.txt',1892
9733,Gerald Baldwin,Grey Town,b'26034-8.txt',1922
8635,Francis Lynde,Branded,b'19472-8.txt',1917
2559,Anonymous,"The British North America Act, 1867",b'5984.txt',1867
6542,Charles Garvice,At Love's Cost,b'10379-8.txt',1907
2636,Hall Caine,The Woman Thou Gavest Me,b'14597-8.txt',1869
6446,H.G. Wells,The Food of the Gods and How It Came to Earth,b'11696.txt',1906
833,Ralph Waldo Emerson,Essays,b'16643-8.txt',1800
8894,John Gould Fletcher,Japanese Prints,b'27199.txt',1918
6860,"Francis M. Walters, A.M.",Physiology and Hygiene for Secondary Schools,b'18779-0.txt',1909
2761,Miriam Coles Harris,Richard Vandermarck,b'12348-8.txt',1871
5297,Edith Nesbit,Pussy and Doggy Tales,b'27190-8.txt',1899
7963,Harriet T. Comstock,The Place Beyond the Winds,b'18488-8.txt',1914
8273,Thomas F. A. Smith,What Germany Thinks,b'10166-8.txt',1915
7566,Helen Churchill Candee,The Tapestry Book,b'26151-8.txt',1912
2024,John Delafield,Mysticism and its Results,b'22314-8.txt',1857
4607,Mrs. A. D. T. Whitney,Real Folks,b'13997-8.txt',1893
7018,W.W. Jacobs,The Temptation of Samuel Burge,b'11188.txt',1909
264,Samuel Pepys,"Diary of Samuel Pepys, August/September 1664",b'4150.txt',1664
893,James Harrison,"The Life of the Right Honourable Horatio Lord Viscount Nelson, Vol. I (of 2)",b'16912-8.txt',1806
9074,Harrington Strong,The Brand of Silence,b'21891-8.txt',1919
4477,Rudyard Kipling,Letters of Travel (1892-1913),b'12089-8.txt',1892
287,Samuel Pepys,"Diary of Samuel Pepys, November 1666",b'4169.txt',1666
8043,Robert Shaler,The Boy Scouts with the Motion Picture Players,b'12948.txt',1914
942,Rossiter Johnson,"A History, of the War of 1812-15 Between The United States and Great Britain",b'49393-8.txt',1812
8937,Reginald Grant,S.O.S. Stand to!,b'18292-8.txt',1918
9990,Henry Beam Piper,The Mercenaries,b'18814.txt',1950
2519,Baha'u'llah,The Proclamation of Baha'u'llah,b'16985.txt',1866
6586,Joe Tilden,Joe Tilden's Recipes for Epicures,b'12069-8.txt',1907
6070,Winston Churchill,"The Crisis, Volume 1",b'5388.txt',1903
5175,Frederic G. Kenyon,The Letters of Elizabeth Barrett Browning (1 of 2),b'13018-8.txt',1898
6304,Hilaire Belloc,More Peers Verses,b'27182.txt',1905
9497,Ethel M. Dell,The Obstacle Race,b'11520-8.txt',1921
3461,Mrs. Oliphant,A Little Pilgrim ,b'15410.txt',1883
8661,Herbert George Wells,God The Invisible King,b'1046.txt',1917
7446,Richard Harding Davis,Vera,b'1843.txt',1911
7147,Emilia Elliott,Patricia,b'13895-8.txt',1910
2829,Charles G. Leland,The English Gipsies and Their Language,b'16358.txt',1873
9144,Ralph Chaplin,The Centralia Conspiracy,b'10725.txt',1919
5015,Arthur Conan Doyle,Uncle Bernac,b'10581.txt',1897
6220,Various,The World's Best Poetry -- Volume 10,b'12925-8.txt',1904
4240,Various,Punch Among the Planets,b'13244-8.txt',1890
2251,S. L. Goodale,The Principles of Breeding,b'21900-8.txt',1861
3183,William Cowper,The Diverting History of John Gilpin,b'11979.txt',1878
531,Samuel Johnson,The Vanity of Human Wishes (1749) and Two Rambler papers (1750),b'13350.txt',1749
1629,Anonymous,The Young Captives,b'10983.txt',1850
7516,Charles Egbert Craddock,The Ordeal,b'19776-8.txt',1912
2089,Edward Jesse,Anecdotes of Dogs,b'26500-8.txt',1858
3913,Helen Hunt Jackson,Between Whiles,b'10756-8.txt',1887
291,Samuel Pepys,"Diary of Samuel Pepys, March 1966/67",b'4174.txt',1666
4971,Rudyard Kipling,Plain Tales from the Hills,b'1858.txt',1896
5657,Gabrielle E. Jackson,Caps and Capers,b'26549-8.txt',1901
1715,Various,"The International Weekly Miscellany, Volume I. No. 9.",b'13797-8.txt',1850
5552,Richard Wagner,Tristan and Isolda,b'16250-8.txt',1900
189,Miguel de Cervantes Saavedra,"The History of Don Quixote, Vol. I, Complete",b'5921.txt',1626
1828,Various,Chambers' Edinburgh Journal,b'15481-8.txt',1852
894,James Harrison,"The Life of the Right Honourable Horatio Lord Viscount Nelson, Vol. II (of 2)",b'16913-8.txt',1806
612,James Cook,"Directions for Navigating on Part of the South Coast of Newfoundland, with a Chart Thereof, Including the Islands of St. Peter's and Miquelon",b'21915-8.txt',1771
8634,Francis B. Pearson,The Vitalized School,b'17588-8.txt',1917
7173,Grace Livingston Hill,The Mystery of Mary,b'14632-8.txt',1910
5531,Lurana W. Sheldon,For Gold or Soul?,b'11166.txt',1900
1244,Thomas Carlyle,"Sartor Resartus, and  On Heroes, Hero-Worship, and the Heroic in History",b'20585-8.txt',1834
3714,Ulysses S. Grant,"The Memoirs of General Ulysses S. Grant, Part 1.",b'5860.txt',1885
575,David Hume,"The History of England in Three Volumes, Vol.I., Part C.",b'19213-8.txt',1762
9421,Various,The Haunted Hour,b'17229-8.txt',1920
4212,Thomas Bailey Aldrich,The Sisters' Tragedy,b'595.txt',1890
5894,Charles Dickens,A House to Let,b'2324.txt',1903
1999,Timothy Flint,The First White Man of the West,b'12846.txt',1856
2188,John Jay Smith,"American Historical and Literary Antiquities, Part 13.",b'7913.txt',1860
4805,Jared Barhite,Our Profession and Other Poems,b'19443.txt',1895
5112,Various,"The Great Round World and What Is Going On In It, Vol. 1, No. 37, July 22, 1897",b'15828-8.txt',1897
7020,W.W. Jacobs,The White Cat,b'11190.txt',1909
6420,Edward Anwyl,Celtic Religion,b'18041.txt',1906
1304,Edward Bulwer-Lytton,"Alice, or The Mysteries, Complete",b'9774.txt',1838
1187,Honore de Balzac,"Droll Stories, Complete",b'13260.txt',1832
6986,Victor G. Durham,The Submarine Boys on Duty,b'17054.txt',1909
85,Michel de Montaigne,"The Essays of Montaigne, Volume 19",b'3599.txt',1580
550,Prosper Paleologus Constantine,Sir John Constantine,b'15565.txt',1756
6946,Mrs. Eugenia Dunlap Potts,Historic Papers on the Causes of the Civil War,b'15006.txt',1909
2424,Anonymous,Laxdaela Saga,b'17803.txt',1865
2454,Dinah Maria Mulock Craik,Christian's Mistake,b'14687.txt',1865
6544,Charles Norris Williamson,The Powers and Maxine,b'10410-8.txt',1907
9082,Henry van Dyke,What Peace Means,b'15266-8.txt',1919
3282,J. M. Barrie,My Lady Nicotine,b'18934-8.txt',1880
7223,John T. McIntyre,"Ashton-Kirk, Investigator",b'12314-8.txt',1910
722,Madame Campan,"The Memoirs of Marie Antoinette, Queen Of France, Volume 2",b'3885.txt',1790
5754,Arthur Thomas Quiller-Couch,The White Wolf and Other Fireside Tales,b'14817.txt',1902
2208,Miss Coulton,Our Farm of Four Acres and the Money we Made by it,b'11555-8.txt',1860
3072,Mark Twain (Samuel Clemens),"Eve's Diary, Part 2",b'8527.txt',1876
4589,Jonas Lie,Weird Tales from Northern Seas,b'13508-8.txt',1893
5800,Jack London,The Cruise of the Dazzler,b'11051-8.txt',1902
9095,Jack O'Brien,Into the Jaws of Death,b'18963-8.txt',1919
5495,Helen Bannerman,Little Black Sambo,b'17824.txt',1900
2635,H. S. Armstrong,Trifles for the Christmas Holidays,b'17562-8.txt',1869
4539,William Westall,Mr. Fortescue,b'14779-8.txt',1892
8890,"J. Thorne Smith, Jr.",Biltmore Oswald,b'16634.txt',1918
8817,Winston Churchill,Dr. Jonathan (A Play),b'5397.txt',1917
5448,Charles Garvice,Adrien Leroy,b'16682-8.txt',1900
4360,Various,"Punch, Or The London Charivari, Vol. 100, May 23, 1891",b'13352-8.txt',1891
1299,Thomas Hart Benton,Thomas Hart Benton's Remarks to the Senate on the Expunging Resolution,b'741.txt',1837
3731,Various,"The Bay State Monthly, Volume 3, No. 2",b'17722-8.txt',1885
4845,Thomas Gwyn Elger,The Moon,b'17712.txt',1895
7202,Isabel Cecilia Williams,The Alchemist's Secret,b'19224.txt',1910
3882,William Dean Howells,Roundabout to Boston,b'3397.txt',1886
5304,Ellen M. Cyr,Libro segundo de lectura,b'11047-8.txt',1899
6013,Thomas Fillebrown,Resonance in Singing and Speaking,b'19138-8.txt',1903
3215,Oliver Goldsmith,An Elegy On The Death Of A Mad Dog,b'17102.txt',1879
3314,R.M. Ballantyne,The Lonely Island,b'21747.txt',1880
9498,Ethel M. Dell,Rosa Mundi and Other Stories,b'13774-8.txt',1921
9729,George Ellery Hale,The New Heavens,b'19395-8.txt',1922
4415,Annie S. Swan,The Guinea Stamp,b'17442-8.txt',1892
1510,Various,"The Knickerbocker, or New-York Monthly Magazine, January 1844",b'19383-8.txt',1844
